Station Name,Country,Latitude,Longitude,Altitude (m),Record Period,Watershed,Data Available?,Paper,Source,
BILASPUR,India,21.988,82.111,274,2011-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHAMPA,India,22.033,82.7,245,1973-2009,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
JASHPURNAGAR,India,22.883,84.133,771,2001-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SUNDARGARH,India,22.117,84.033,240,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHAIBASA,India,22.55,85.817,226,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
JAMSHEDPUR,India,22.813,86.169,153.9,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
JAMSHEDPUR,India,22.817,86.183,129,1945-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KALAIKUNDA,India,22.333,87.217,62,1944-1945,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MIDNAPORE,India,22.417,87.317,45,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
ULUBERIA,India,22.5,87.95,5,1981-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CALCUTTA/ALIPORE,India,22.533,88.333,6,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CALCUTTA/BARRACKS,India,22.767,88.367,7,1944-1946,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NETAJI SUBHASH CHANDRA BOSE I,India,22.655,88.447,4.9,1943-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BASIRHAT,India,22.65,88.867,4,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DIAMOND HARBOUR,India,22.183,88.2,7,2001-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CANNING,India,22.25,88.667,4,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PORBANDAR,India,21.65,69.667,5,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KESHOD,India,21.317,70.317,50,2001-2001,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
AMRELI,India,21.6,71.217,115,1974-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MAHUVA,India,21.083,71.783,9,2001-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BHAUNAGAR,India,21.75,72.2,5,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SURAT,India,21.2,72.833,12,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BROACH,India,21.733,73,17,2001-2003,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NANDURBAR,India,21.333,74.25,206,2016-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KHARGONE,India,21.817,75.617,251,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
JALGAON,India,21.05,75.567,201,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KHANDWA,India,21.833,76.367,318,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BETUL,India,21.867,77.933,653,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NAGPUR (MAYO HOSPITAL),India,21.15,79.117,311,1986-2002,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DR AMBEDKAR INTL,India,21.092,79.047,314.9,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
GONDIA,India,21.467,80.2,313,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MANA,India,22.233,81.65,313,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PBO RAIPUR,India,21.233,81.65,298,1996-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
RAIPUR,India,21.217,81.667,294,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DURG,India,21.183,81.283,293,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SAMBALPUR,India,21.467,83.967,148,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
RAIGARH,India,21.883,83.383,220,1999-2007,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
JHARSUGUDA,India,21.914,84.05,228.9,1957-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KEONGJHARGARH,India,21.617,85.517,463,2001-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BARIPADA,India,21.933,86.767,54,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BALASORE,India,21.517,86.933,20,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CONTAI,India,21.783,87.75,11,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DIGHA,India,21.617,87.5,6,2003-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SAGAR ISLAND,India,21.65,88.05,3,1944-2002,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
VERAVAL,India,20.9,70.367,8,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DIU,India,20.717,70.917,15,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BULSAR,India,20.617,72.933,15,2003-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DAMAN,India,20.417,72.85,12,1978-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NASIK OZAR,India,20.133,73.917,599,1989-2006,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NASIK CITY,India,19.967,73.817,598,2006-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MALEGAON,India,20.55,74.533,437,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BULDANA,India,20.533,76.233,650,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
AKOLA,India,20.7,77.033,282,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
AKOLA,India,20.699,77.059,304.5,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
WASHIM,India,20.117,77.117,565,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
AMRAOTI,India,20.933,77.783,370,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
WARDHA,India,20.667,78.583,283,2007-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
YEOTMAL,India,20.4,78.15,451,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BRAMHAPURI,India,20.6,79.85,229,1983-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
RAJNANDGAON,India,21.1,81.033,329,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KANKER,India,20.267,81.483,402,1944-1979,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
TITLAGARH,India,20.3,83.3,211,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BOLANGIR,India,20.7,83.5,190,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PHULBANI,India,20.483,84.267,489,2001-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
ANGUL,India,20.833,85.1,139,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CUTTACK,India,20.467,85.933,27,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BHUBANESHWAR,India,20.244,85.818,42.1,1957-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHANDBALI,India,20.783,86.733,6,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PARADIP (C.W.R.),India,20.3,86.683,8,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SANDHEADS,India,20.85,88.25,10,1944-2010,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BOGUS INDIAN,India,,,,1984-2004,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DAHANU,India,19.967,72.717,5,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHHATRAPATI SHIVAJI INTL,India,19.089,72.868,11.3,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
AHMADNAGAR,India,19.083,74.8,657,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BIR,India,19,75.717,519,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
JALNA,India,19.833,75.8,538,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
JALNA,India,19.833,75.8,519,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
AURANGABAD,India,19.863,75.398,582.5,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PARBHANI,India,19.133,76.833,422,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PUSAD,India,19.917,77.583,332,1983-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NANDED,India,19.083,77.333,358,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PRIYADARSHINI,India,19.75,78.033,457,2008-2008,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
ADILABAD,India,19.65,78.533,269,1985-2002,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHANDRAPUR,India,19.967,79.3,193,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
JAGDALPUR,India,19.083,82.033,553,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BHAWANIPATNA,India,19.917,83.183,261,1981-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
GOPALPUR,India,19.267,84.883,17,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PURI,India,19.8,85.817,6,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BOMBAY / COLABA,India,18.9,72.817,11,2003-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
ALIBAG,India,18.633,72.867,7,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KHANDALA,India,18.767,73.367,539,1944-2007,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BHIRA,India,18.45,73.4,96,2007-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
POONA,India,18.583,73.917,592,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PUNE / LOHOGAON AERODROME,India,18.583,73.917,589,1988-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BARAMATI,India,18.15,74.583,551,1984-2002,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
JEUR,India,18.2,75.2,521,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
UDGIR,India,18.067,77.117,639,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NIZAMABAD,India,18.667,78.1,381,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MEDAK,India,18.05,78.267,472,1987-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
RAMGUNDAM,India,18.767,79.433,156,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
HANAMKONDA,India,18.017,79.567,269,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SIRONCHA,India,18.85,79.967,123,2001-2003,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BAILADILA,India,18.583,81.233,1144,1989-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KORAPUT,India,18.817,82.717,913,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KALINGAPATAM,India,18.333,84.133,6,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
HARNAI,India,17.817,73.1,20,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
RATNAGIRI,India,16.983,73.333,67,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MAHABALESHWAR,India,17.933,73.667,1382,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SATARA,India,17.517,74.05,612,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SHOLAPUR,India,17.628,75.935,482.8,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
GULBARGA,India,17.35,76.85,458,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BIDAR,India,17.917,77.533,663,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BEGUMPET AIRPORT,India,17.452,78.461,531,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
HYDERABAD INTL AIRPORT,India,17.233,78.417,617,2008-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
HAKIMPET,India,17.55,78.517,613,1989-1989,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NALGONDA,India,17,79.25,227,1977-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BHADRACHALAM,India,17.667,80.883,54,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KHAMMAM,India,17.25,80.15,112,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
TUNI,India,17.35,82.55,35,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
VISHAKHAPATNAM,India,17.717,83.233,3,1954-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CWC VISHAKHAPATNAM/WALTAIR,India,17.7,83.3,66,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DEVGARH,India,16.383,73.35,36,1946-1986,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KOLHAPUR,India,16.665,74.289,608.4,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SANGLI,India,16.85,74.6,549,1975-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BAGALKOTE,India,16.7,75.75,524,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BIJAPUR,India,16.817,75.717,594,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MAHABUBNAGAR,India,16.75,78,505,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
RAICHUR,India,16.2,77.35,400,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
RENTACHINTALA,India,16.55,79.55,106,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
VIJAYAWADA,India,16.517,80.617,20,2001-2002,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
VIJAYAWADA,India,16.53,80.797,25,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NANDIGAMA,India,16.783,80.283,51,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NIDADAVOLE,India,16.833,81.583,13,2001-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MACHILIPATNAM/FRANCHPET,India,16.2,81.15,3,1954-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NARSAPUR,India,16.433,81.7,4,2004-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KAKINADA,India,16.95,82.233,8,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
GOA/PANJIM,India,15.483,73.817,58.4,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
VENGURLA,India,15.867,73.633,16,1956-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
GOA,India,15.381,73.831,56.1,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MORMUGAO,India,15.417,73.783,62,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BELGAUM,India,15.85,74.533,753,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BELGAUM AIRPORT,India,15.85,74.617,747,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BELGAUM,India,15.859,74.618,758,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DHARWAD,India,15.483,74.983,678,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
GADAG,India,15.417,75.633,650,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
HUBLI,India,15.35,75.083,661.3,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BELLARY,India,15.15,76.85,449,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PARANGIPETTAI,India,11.5,79.767,3,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NANDYAL,India,15.467,78.483,212,2001-2015,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KURNOOL,India,15.8,78.067,281,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BAPATLA,India,15.9,80.467,6,1979-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
ONGOLE,India,15.5,80.083,12,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KARWAR,India,14.783,74.133,4,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
HONAVAR,India,14.283,74.45,9,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
HAVERI,India,14.783,75.4,573,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KOPPAL,India,15.35,76.15,532,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SHIRALI,India,14.067,74.533,45,1977-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DAVANGERE,India,14.5,75.917,620,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHITRADURGA,India,14.233,76.433,733,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
PBO ANANTAPUR,India,14.583,77.633,364,1954-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CUDDAPAH,India,14.483,78.833,130,1944-2013,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KAVALI,India,14.9,79.983,17,2004-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NELLORE,India,14.45,79.983,20,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
AGUMBE EMO,India,13.5,75.083,659,2001-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
SHIMOGA,India,13.933,75.633,571,2001-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BALEHONUR,India,13.367,75.45,907,1985-1986,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHICKMAGALUR,India,13.25,75.75,1057,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
HASSAN,India,12.967,76.333,955,2002-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHIKKANAHALLI,India,13.667,77.917,672,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
M.O. AGATHI AIRPORT,India,10.85,72.467,3,2009-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
AROGYAVARAM,India,13.533,78.5,701,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHINTAMANI,India,13.2,78.067,857,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
TIRUPATHI,India,13.667,79.583,105,1986-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
TIRUTTANI,India,13.15,79.533,87,1978-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NUMGAMBAKKAM,India,13.067,80.2,7,1987-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CHENNAI INTL,India,12.994,80.181,15.8,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MANGALORE,India,12.867,74.85,22,1944-1963,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MANGALORE,India,12.961,74.89,102.7,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MANGALORE/PANAMBUR,India,12.95,74.833,31,1974-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MADIKERI,India,12.417,75.733,1153,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MANDYA,India,12.5,76.833,695,1981-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MYSORE,India,12.3,76.7,767,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BANGALORE,India,12.967,77.583,921,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BANGALORE/HINDUSTAN AIRPORT,India,12.95,77.633,888,1942-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KOLAR GOLD FIELDS,India,12.95,78.3,882,1999-2003,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
DHARMAPURI,India,12.133,78.033,396,1977-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
TIRUPPATTUR,India,12.483,78.567,385,2015-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
BANGALORE,India,12.95,77.668,887.6,2005-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
VELLORE,India,12.917,79.15,214,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MAHABALIPURAM,India,12.617,80.2,9,1976-1976,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
MAYA BANDAR,India,12.917,92.917,28,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
LONG ISLAND,India,12.417,92.933,25,2007-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
M.O. AMINI,India,11.117,72.733,3,1973-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
AGATTI,India,10.85,72.467,4,2002-2009,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
KOZHIKODE,India,11.25,75.783,5,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
CANNUR,India,11.833,75.333,18,1977-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
NILAMBUR,India,11.283,76.233,31,1999-2000,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
UDHAGAMANDALAM,India,11.4,76.733,2249,1944-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
COONOOR,India,11.35,76.8,1747,1986-2016,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
COIMBATORE,India,11,76.967,409,1944-2003,,yes,,ftp://ftp.ncdc.noaa.gov/pub/data/noaa/isd-history.txt,
